production_id,name,obra_title,obra_id,productora_name,synopsis,direction,theater,address,barrio,ciudad_partido,localidad,provincia,start_date,end_date,image_id,image_url,instagram,website,source,is_new
1,La Revista del Cervantes,La Revista del Cervantes,95254,Teatro Nacional Cervantes,"Nuestro teatro nacional se lo debía a la revista. Con una puesta espléndida, esta gran producción celebra el género que supo reunir lo popular y lo artístico en escena.",Pablo Maritano,Teatro Nacional Cervantes,Libertad 815,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-31,1,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/37/000297537.jpg,,https://alternativateatral.com/obra95254-la-revista-del-cervantes,seed.sql,false
2,Doradas — Temporada 2026,Doradas,99872,Teatro Nacional Cervantes,"Cinco actrices populares, reconocidas y con historias muy distintas entre sí, se reúnen a ensayar una obra de teatro. Pero detrás de cada ensayo hay algo que cada una carga y que se va revelando.",José María Muscari,Teatro Nacional Cervantes,Libertad 815,,Capital Federal,Capital Federal,Buenos Aires,2026-03-19,2026-05-24,2,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/68/000311468.jpg,,https://alternativateatral.com/obra99872-doradas,seed.sql,false
3,Doradas — Temporada 2010,Doradas,,Teatro Nacional Cervantes,"Cinco actrices populares que actuaron toda la vida pero que ahora en su madurez artística llegan por primera vez al prestigio del CERVANTES Una obra escrita con la colaboración de la inteligencia artificial que combina confesiones personales e ingredientes retro Un manifiesto sobre la fama , el paso del tiempo y las emociones maquilladas DORADAS es quizás el pretexto para verlas a ellas nuevamente refulgentes",José María Muscari,Teatro del Sur,,,Capital Federal,Capital Federal,Buenos Aires,2010-04-01,2010-11-30,2,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/68/000311468.jpg,,,seed.sql,false
4,El ávido espectador,El ávido espectador,99674,Teatro Nacional Cervantes,"Un grupo de amigos se reúne para ver una película. Mientras esperan que todos lleguen y que empiece la función, lo que se va revelando es mucho más que una tarde de cine.",Carolina Adamovsky,Teatro Nacional Cervantes,Libertad 815,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-10,3,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/24/000310824.jpg,,https://alternativateatral.com/obra99674-el-avido-espectador,seed.sql,false
5,Nacha & Favero,Nacha & Favero,99811,Teatro Nacional Cervantes,Porque hay historias que todavía no se han contado. Nacha Guevara y Alberto Favero protagonizan un espectáculo íntimo que repasa su historia de amor y creación artística.,,Teatro Nacional Cervantes,Libertad 815,,Capital Federal,Capital Federal,Buenos Aires,2026-04-08,2026-05-27,4,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/08/000311208.jpg,,https://alternativateatral.com/obra99811-nacha-favero,seed.sql,false
6,"A navegar, Piratas!","A navegar, Piratas!",99604,Paseo La Plaza,Una aventura teatral para toda la familia donde el público es parte de la historia. Los piratas necesitan ayuda para encontrar el tesoro y los chicos son los héroes.,Leandro Montgómery,Paseo La Plaza,Av Corrientes 1660,,Capital Federal,Capital Federal,Buenos Aires,2026-01-01,2026-03-29,5,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/09/000311109.jpg,,https://alternativateatral.com/obra99604-a-navegar-piratas,seed.sql,false
7,La bella durmiente y el ladrón,La bella durmiente y el ladrón,,Paseo La Plaza,"En un reino muy, pero muy lejano, se celebra con alegría el nacimiento de la tan esperada princesa. Todo el pueblo es invitado a la gran fiesta… excepto el hada malvada, que por un imperdonable error queda fuera del festejo. Enfurecida, lanza un temible hechizo sobre la pequeña princesita. Pero las hadas madrinas, ingeniosas y amorosas, logran esconder dentro de la maldición una chispa de esperanza. Años más tarde, en el día de su cumpleaños número dieciséis, nuestra heroína se cruza inesperadamente con un joven aventurero, simpático y audaz, quien, junto a su inseparable y divertido secuaz Mercurio, la arrastrará a vivir una aventura que cambiará su destino para siempre. Entre los disparatados consejos de sus hadas madrinas, la constante amenaza del hada malvada y el descubrimiento de su propio coraje, Aurora aprenderá que ser princesa no es solo esperar… sino atreverse.",,Paseo La Plaza,Av Corrientes 1660,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-07-31,6,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/62/000309562.jpg,,https://alternativateatral.com/obra23032-la-bella-durmiente-y-el-ladron,seed.sql,false
8,Experiencia Queen — Greatest Hits Tour 2026,Experiencia Queen — Greatest Hits Tour 2026,99326,,"El show promete llevar al público a revivir los grandes éxitos de Queen con un despliegue audiovisual, vestuario y performance que homenajea la legendaria banda inglesa.",,Teatro Maipú,Maipú 380,,Banfield,Banfield,Buenos Aires,2026-06-04,2026-06-04,7,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/66/000309666.jpg,,https://alternativateatral.com/obra99326-experiencia-queen-greatest-hits-tour-2026,seed.sql,false
9,"Alma Mahler — Sinfonía de vida, arte y seducción","Alma Mahler — Sinfonía de vida, arte y seducción",89650,,"Un texto poético que cuenta la potente historia de Alma Mahler, musa y protagonista de la vida cultural europea de principios del siglo XX.",Pablo Gorlero,Centro Cultural de la Cooperación,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-04-26,8,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/60/000312060.jpg,,https://alternativateatral.com/obra89650-alma-mahler-sinfonia-de-vida-arte-y-seduccion,seed.sql,false
10,Tamorto (romance de arlequín y la muerte),Tamorto (romance de arlequín y la muerte),,,"“Arlequín está enfermo. Una adivinadora le predijo que el día que dedicara más tiempo al sueño que a la botella, moriría a las doce de la noche en punto. Son las ocho y aún duerme. A Pierrot, el mejor amigo de Arlequín, se le ocurre retrasar el reloj, aunque sea dos horas para que lo atienda la Dottora, cosa que a Arlequín le divierte. Colombina, la mujer de Pierrot, tiene una cita furtiva con Arlequín. Pierrot, lleno de celos decide vengarse adelantando el reloj.La muerte llega a las 12:00 de la noche...Las Cartas están echadas.”",,Auditorio AIC Abasto,Humahuaca 3640,Almagro,CABA,Almagro - CABA,CABA,2026-03-01,2026-05-30,9,https://img.alternativateatral.com/scripts/es/fotos/obras/100x75/22/000272422.jpg,,https://alternativateatral.com/obra29844-tamorto-romance-de-arlequin-y-la-muerte,seed.sql,false
11,Circo Transatlántico,Circo Transatlántico,,,"Circo Transatlántico toma como base el conflicto del protagonista de Trans-Atlantyk: un polaco recien llegado a Argentina, a los pocos dias se desata la Segunda Guerra Mundial y se ve forzado a permanecer en Buenos Aires. Enfrentado así a una comunidad exiliada que intenta imponerle el deber nacionalista, moral y patriótico. Pero lo hace desde el código del clown, exponiendo el absurdo de estas tensiones con una poética del ridículo, la dislocación y el exceso.",,Teatro El Extranjero,Valentín Gómez 3378,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,10,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/87/000311687.jpg,,https://alternativateatral.com/obra99627-circo-transatlantico,seed.sql,false
12,Crónica de una fuga,Crónica de una fuga,,,"La Fundación SAGAI te invita a una función especial de “Crónica de una fuga”, el reconocido largometraje dirigido por Adrián Caetano, en el marco de una jornada de reflexión a 50 años del golpe cívico-militar.",,Fundación SAGAI,,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,11,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/01/000312101.jpg,,,seed.sql,false
13,Me encantaría que gustes de mí,Me encantaría que gustes de mí,,,"Fernanda Rosetti es una profesora de literatura de un colegio secundario que busca el amor desde su soledad más absoluta. Vive intensamente entre lo cotidiano y su imaginación, llena de amores vertiginosos que parecen ocuparlo todo. Entre las paredes de su departamento de Once, intenta escribir una nouvelle sobre su compulsión a amar y la búsqueda de sí misma.",,Beckett Teatro,Guardia Vieja 3556,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,12,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/61/000246561.jpg,,https://alternativateatral.com/obra76426-me-encantaria-que-gustes-de-mi,seed.sql,false
14,Un mar incógnito,Un mar incógnito,,,"Ellas se sumergen mar adentro, se mueven con las mareas y descienden a las profundidades. Alguna vez fueron peces, pero ahora el mar las sorprende, con su íntima inmensidad. ¿Cómo es volver a navegar un mar nuestro? ¿Qué rastros oceánicos son los que llevan en sus cuerpos? ¿Qué historias y voces encuentran en el espacio abisal? Una obra de movimiento inspirada en las profundidades del Mar Argentino y la memoria del submarino Ara San Juan",,Centro Cultural de la Cooperación,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,13,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/08/000305708.jpg,,https://alternativateatral.com/obra97840-un-mar-incognito,seed.sql,false
15,Perla Guaraní,Perla Guaraní,,,"Perla espera machete en mano, agazapada como un yaguareté, la entrada de su clientela. Zapatitos de cuero es lo que tiene para vender. Cierra la puerta de lo que parece el interior de un rancho y frente a nuestros ojos se convierte en un personaje erótico y peligroso: condensa en su cuerpo a la serpiente y al encantador. Un Litoral exuberante, ominoso, se arrastra y se manifiesta en ella como una llaga abierta. Su historia, la música, su voz son un narcótico, la carnada que nos atrae al anzuelo. Como en toda transacción donde las pasiones se ponen en venta, nosotros, los que disfrutamos de su encantamiento, tendremos que elegir entre un comprarle un zapatito o, por un costo mayor, un tramo de su tragedia.",,Fundación SAGAI,,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,14,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/79/000296779.jpg,,,seed.sql,false
16,"Carnelli, algo que tiembla cederá","Carnelli, algo que tiembla cederá",,,"Esta obra se inspira en la vida de María Luisa Carnelli, la primera letrista de tango, quien bajo seudónimo de varón escribió letras para composiciones de Filiberto, De Caro y Canaro entre otros. Con formato documental periodístico entre ficción testimonial, música y lecturas se compone un homenaje a una mujer que desafió las convenciones de su tiempo, dejando un legado imborrable en la cultura del tango y en la lucha social.",,Centro Cultural de la Cooperación,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,15,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/97/000307397.jpg,,https://alternativateatral.com/obra98403-carnelli-algo-que-tiembla-cedera,seed.sql,false
17,La ceremonia,"La ceremonia, el suicidio de una idea y la decadencia del poder",,,"RECORRIENDO ESCENARIOS DE Argentina, México, Uruguay, Brasil, Croacia, Serbia, Italia, Suiza, Francia y Chile",,Sala del Café Artigas,,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,16,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/000161987.jpg,,,seed.sql,false
18,AMOR/VENENO — Tangos y Boleros,AMOR/VENENO — Tangos y Boleros,,,"AMOR / VENENO es un espectáculo íntimo de música en vivo y narrativa escénica donde las canciones se convierten en capítulos de una misma historia. Entre tangos y boleros, la noche recorre los distintos estados del amor: el deseo que promete eternidad, los encuentros que parecen destino, las dudas que se cuelan en silencio y las heridas que dejan los recuerdos. Desde quien espera un beso que lo cambie todo hasta quien intenta olvidar, cada canción revela un momento de ese viaje inevitable entre la pasión y la nostalgia. Con banda en vivo y una puesta cercana, AMOR / VENENO propone una experiencia donde la música y el relato se entrelazan para atravesar lo que todos alguna vez vivimos: amar, perder, recordar… y volver.",,Teatro El Desguace,México 3694,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,17,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/53/000311853.jpg,,https://alternativateatral.com/obra100069-amorveneno-tangos-y-boleros,seed.sql,false
19,¡HARTAZGO!,"¡HARTAZGO! — A la gran familia argentina, salud",,,"Diciembre 2001, familia disfuncional, burgueses de medio pelo que antaño supieron brillar... el país a punto de estallar, ¡¡¡la casa a punto de estallar... BOOOM!!! Sosteniendo la última mascarada, tanta mentira travestida en verdad, ¡es mejor no pensar... ¡Arrancó! HARTAZGO es una comedia negra sobre la argentinidad y los vínculos familiares. Comedia oscura dónde se cruzan todos los fetiches escénicos: Los 80s, Travestismo, las traiciones familiares, melodrama, Lesbianismo, matriarcas perversas, hijxs que se rebelan, venganzas y humor, bastante humor, para contar la historia de una familia en un país a punto de estallar en pleno diciembre del 2001. Es un culebrón teatral impregnado de denuncia social que pone al descubierto el solapado avance del fascismo con aquella huida en helicóptero. La derecha siempre estuvo ahí, agazapada esperando la noche para avanzar, despacio, monstruosa, impune... Todo esto y mucho más es lo que vas a encontrar hasta el HARTAZGO. Una obra estrenada en Feliza Bar Cultural en el 2023, lleva un recorrido de más de 30 funciones en la cartelera del under porteño.",,Teatro El Deseo,,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,18,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/56/000312056.jpg,,,seed.sql,false
20,Hansel y Gretel,Hansel y Gretel,,,¿Quécontamos? Las aventuras de dos hermanos en un peligroso bosque enfrentados a una particular bruja. ¿Qué rescatamos? Las diferentes versiones de una misma situación dependiendo siempre de los intereses de quién la cuenta.,,La Galera Encantada,Humboldt 1591,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-07-31,19,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/49/000294949.jpg,,https://alternativateatral.com/obra16544-hansel-y-gretel,seed.sql,false
21,Los tres chanchitos,Los tres chanchitos,,,"Las desventuras de tres chanchitos perseguidos por el lobo feroz, una historia clásica reimaginada con humor y música para toda la familia.",Héctor Presa,La Galera Encantada,Humboldt 1591,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-07-31,20,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/00/000291400.jpg,,https://alternativateatral.com/obra20115-los-tres-chanchitos,seed.sql,false
22,Un jueves largo y verde,Un jueves largo y verde,,,"19° Ciclo TEATRO X LA JUSTICIAObra Inédita seleccionada para la edición 2025.Nicolás vio a Delia en una plaza un jueves donde todo era invisible, donde sobrevolaba la desesperanza, donde no había nada más que tristeza. Delia aparece ofreciéndole a Nicolás una oportunidad donde pensaba que no existía. Delia baila en los recuerdos de su conciencia. Nicolas logró verla y luego Nunca Más.",,Tadron Teatro,,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,21,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/78/000303778.jpg,,,seed.sql,false
23,Diente por diente,Diente por diente,,,"Una novia de punta en blanco sufre un golpe de mala suerte el día de su tan ansiado casamiento, ese accidente le dejará una marca inesperada, transformando su sueño en una pesadilla. Pero eso no es todo: una rata gigante se presenta en medio de su fiesta, desencadenando un sin fin de temores y oscuridades, propios de nuestros miedos más profundos. Antes de continuar con la fiesta la novia deberá enfrentarse con sus miedos y exorcizarlos para encontrarse nuevamente con ella.",,Sala del Café Artigas,,,Capital Federal,Capital Federal,Buenos Aires,2026-03-01,2026-05-30,22,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/38/000300838.jpg,,,seed.sql,false
24,La Wagner,La Wagner,29154,,"En La Wagner, cuatro mujeres, como cuatro valquirias, se montan sobre la música de Richard Wagner y arremeten con la tarea de desactivar estereotipos y denunciar prejuicios relacionados con la feminidad, la violencia, la sexualidad, el erotismo y la pornografía.",Pablo Rotemberg,Espacio Callejón,Humahuaca 3759,,Capital Federal,Capital Federal,Buenos Aires,2026-03-31,2026-03-31,23,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/08/000185508.jpg,,https://alternativateatral.com/obra29154-la-wagner,seed.sql,false
25,Ricardo Behrens — INMERSIVO,Ricardo Behrens — INMERSIVO,4346,,Humor y Teatralidad generados de manera espontánea. En un clima de ameno y festivo convivio el público es invitado a co-crear juego teatral sobre el escenario.,Ricardo Behrens,La Sede Teatro,Sarmiento 1495,,Capital Federal,Capital Federal,Buenos Aires,2026-04-18,2026-05-16,24,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/51/000294651.jpg,,https://alternativateatral.com/obra4346-ricardo-behrens-inmersivo,seed.sql,false
26,I Love Stand Up — Stand up show,I Love Stand Up — Stand up show,25225,,"El show de mayor crecimiento y mejor crítica por parte del público. Comediantes que tocan temas de la vida cotidiana con un tono humorístico, reflexionando y haciéndo reír al público.",,The Cavern Buenos Aires,Av. Corrientes 1660,,Capital Federal,Capital Federal,Buenos Aires,2026-01-01,2026-12-25,25,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/44/000199744.jpg,,https://alternativateatral.com/obra25225-i-love-stand-up-stand-up-show,seed.sql,false
27,Nada del Amor me produce envidia,Nada del Amor me produce envidia,12329,,Un melodrama musical cuyo anclaje es el mundo de las cancionistas argentinas de los años 30. Tomando como punto de partida el mítico cachetazo que aparentemente Libertad Lamarque le habría dado a Eva Perón.,Diego Lerman,Fundación SAGAI,25 de Mayo 586,,Capital Federal,Capital Federal,Buenos Aires,2026-04-13,2026-04-13,26,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/07/000295707.jpg,,https://alternativateatral.com/obra12329-nada-del-amor-me-produce-envidia,seed.sql,false
28,NoNiNaS Tango — Vida y obra de Astor Piazzolla,NoNiNaS Tango — Vida y obra de Astor Piazzolla,68522,,"Un recorrido por la vida y obra musical de Astor Piazzolla Noninas Tango es un espectáculo audiovisual en el que se combinan la música, la actuación y la imagen. Nos permite recorrer la vida personal y musical de Astor Piazzolla desde una visión poética, relatada por las mujeres que mejor lo conocieron: Nadia Boulanger, Amelita Baltar, Dedé Piazzolla, Laura Escalada, Lulú Ferrer, Zita Troilo. Ellas nos invitan a conocer distintas facetas de su personalidad y su vida musical.",Clarisa Álvarez,Centro Municipal de Arte,San Martín 797,,Avellaneda,Avellaneda,Buenos Aires,2026-03-27,2026-03-27,27,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/81/000304981.jpg,,https://alternativateatral.com/obra68522-noninas-tango-vida-y-obra-de-astor-piazzolla,seed.sql,false
29,Venimos de muy lejos,Venimos de muy lejos,869,,,,EL GALPÓN DE CATALINAS,Benito Pérez Galdós 93,,Capital Federal,Capital Federal,Buenos Aires,,,28,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/24/000238124.jpg,,https://alternativateatral.com/obra869-venimos-de-muy-lejos,alternativateatral_api,true
30,Unidad Básica,Unidad Básica,2044,,,,CENTRO CULTURAL DE LA COOPERACIÓN,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,,,29,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/003359_1.jpg,,https://alternativateatral.com/obra2044-unidad-basica,alternativateatral_api,true
31,La omisión de la familia Coleman,La omisión de la familia Coleman,4926,,,,TIMBRE 4,México 3554 / Boedo 640,,Capital Federal,Capital Federal,Buenos Aires,,,30,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/71/000222671.jpg,,https://alternativateatral.com/obra4926-la-omision-de-la-familia-coleman,alternativateatral_api,true
32,La violación de Lucrecia,La violación de Lucrecia,6110,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,31,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/94/000309594.jpg,,https://alternativateatral.com/obra6110-la-violacion-de-lucrecia,alternativateatral_api,true
33,Trika Fopte,Trika Fopte,8510,,,,CENTRO CULTURAL VIEJO ALMACEN EL OBRERO,Av 13 1900 esquina 71,,La Plata,La Plata,Buenos Aires,,,32,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/000016357.jpg,,https://alternativateatral.com/obra8510-trika-fopte,alternativateatral_api,true
34,Por el placer de volver a verla,Por el placer de volver a verla,13469,,,,TEATRO MAIPÚ,Maipú 380,,Banfield,Banfield,Buenos Aires,,,33,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/63/000311263.jpg,,https://alternativateatral.com/obra13469-por-el-placer-de-volver-a-verla,alternativateatral_api,true
35,Hamlet,Hamlet,13563,,,,TEATRO COLONIAL,Av. Paseo Colón 413,,Capital Federal,Capital Federal,Buenos Aires,,,34,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/85/000309885.jpg,,https://alternativateatral.com/obra13563-hamlet,alternativateatral_api,true
36,Vivo,Vivo,14989,,,,BELISARIO CLUB DE CULTURA,Av. Corrientes 1624,San Nicolas,CABA,San Nicolas - CABA,CABA,,,35,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/85/000259085.jpg,,https://alternativateatral.com/obra14989-vivo,alternativateatral_api,true
37,El ardor,El ardor,16163,,,,ENTELAR ESPACIO,Marengo 3294,,San Andrés,San Andrés,Buenos Aires,,,36,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/19/000295919.jpg,,https://alternativateatral.com/obra16163-el-ardor,alternativateatral_api,true
38,La Mujer del Bígamo,La Mujer del Bígamo,18306,,,,MULTIESCENA CPM,Av. Corrientes 1764,,Capital Federal,Capital Federal,Buenos Aires,,,37,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/73/000309573.jpg,,https://alternativateatral.com/obra18306-la-mujer-del-bigamo,alternativateatral_api,true
39,Yo adivino el parpadeo,Yo adivino el parpadeo,20368,,,,MUY TEATRO,Humahuaca 4310,Almagro,CABA,Almagro - CABA,CABA,,,38,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/66/000277066.jpg,,https://alternativateatral.com/obra20368-yo-adivino-el-parpadeo,alternativateatral_api,true
40,Parte de Este Mundo,Parte de Este Mundo,21244,,,,VERA VERA TEATRO,Vera 108,,Capital Federal,Capital Federal,Buenos Aires,,,39,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/27/000225627.jpg,,https://alternativateatral.com/obra21244-parte-de-este-mundo,alternativateatral_api,true
41,Molly bloom,Molly bloom,23304,,,,EL EXCENTRICO DE LA 18º,Lerma 420,,Capital Federal,Capital Federal,Buenos Aires,,,40,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/88/000280588.jpg,,https://alternativateatral.com/obra23304-molly-bloom,alternativateatral_api,true
42,"Yo, Eva Perón","Yo, Eva Perón",25726,,,,EL VICTORIAL,Piedras 722,,Capital Federal,Capital Federal,Buenos Aires,,,41,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/13/000305213.jpg,,https://alternativateatral.com/obra25726-yo-eva-peron,alternativateatral_api,true
43,"Yo, Eva Perón","Yo, Eva Perón",25726,,,,CINE TEATRO MUNICIPAL WILDE,Cruz Varela 6261,,Capital Federal,Capital Federal,Buenos Aires,,,41,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/13/000305213.jpg,,https://alternativateatral.com/obra25726-yo-eva-peron,alternativateatral_api,true
44,Los persas,Los persas,27298,,,,BAC (BRITISH ARTS CENTRE),Suipacha 1333,,Capital Federal,Capital Federal,Buenos Aires,,,42,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/30/000311430.jpg,,https://alternativateatral.com/obra27298-los-persas,alternativateatral_api,true
45,Edipo en Ezeiza,Edipo en Ezeiza,27740,,,,SALA TEATRAL INDA LEDESMA - ESPACIO EXPERIMENTAL LEÓNIDAS BARLETTA,Diagonal Norte 943,,Capital Federal,Capital Federal,Buenos Aires,,,43,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/57/000297157.jpg,,https://alternativateatral.com/obra27740-edipo-en-ezeiza,alternativateatral_api,true
46,Nos arrancaría de este lugar para siempre,Nos arrancaría de este lugar para siempre,28188,,,,TIMBRE 4,México 3554 / Boedo 640,,Capital Federal,Capital Federal,Buenos Aires,,,44,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/38/000294438.jpg,,https://alternativateatral.com/obra28188-nos-arrancaria-de-este-lugar-para-siempre,alternativateatral_api,true
47,Las esposas,Las esposas,29843,,,,ESPACIO DE TEATRO BOEDO XXI,Boedo 853,,Capital Federal,Capital Federal,Buenos Aires,,,45,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/84/000300684.jpg,,https://alternativateatral.com/obra29843-las-esposas,alternativateatral_api,true
48,"Yo me lo guiso, yo me lo como","Yo me lo guiso, yo me lo como",31176,,,,CENTRO CULTURAL BORGES,Viamonte 525,,Capital Federal,Capital Federal,Buenos Aires,,,46,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/000131709.jpg,,https://alternativateatral.com/obra31176-yo-me-lo-guiso-yo-me-lo-como,alternativateatral_api,true
49,A Ciegas Gourmet,A Ciegas Gourmet,31734,,,,TEATRO CIEGO,Borges 1974,,Capital Federal,Capital Federal,Buenos Aires,,,47,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/89/000311089.jpg,,https://alternativateatral.com/obra31734-a-ciegas-gourmet,alternativateatral_api,true
50,Mi amiga la oscuridad,Mi amiga la oscuridad,32241,,,,TEATRO CIEGO,Borges 1974,,Capital Federal,Capital Federal,Buenos Aires,,,48,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/93/000311093.jpg,,https://alternativateatral.com/obra32241-mi-amiga-la-oscuridad,alternativateatral_api,true
51,Mira quien Habla - Stand up Show,Mira quien Habla - Stand up Show,34259,,,,THE CAVERN BUENOS AIRES,Av. Corrientes 1660,,Capital Federal,Capital Federal,Buenos Aires,,,49,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/000128436.jpg,,https://alternativateatral.com/obra34259-mira-quien-habla-stand-up-show,alternativateatral_api,true
52,Imagenes indelebles,Imagenes indelebles,35163,,,,PATIO DE ACTORES,Lerma 568,,Capital Federal,Capital Federal,Buenos Aires,,,50,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/79/000311579.jpg,,https://alternativateatral.com/obra35163-imagenes-indelebles,alternativateatral_api,true
53,Con levadura,Con levadura,35234,,,,MUY TEATRO,Humahuaca 4310,Almagro,CABA,Almagro - CABA,CABA,,,51,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/15/000311515.jpg,,https://alternativateatral.com/obra35234-con-levadura,alternativateatral_api,true
54,Principios Unipersonal de Impro Teatral,Principios Unipersonal de Impro Teatral,35518,,,,LA SODERIA - ESPACIO ARTÍSTICO FABRIL,Vidal 2549,,Capital Federal,Capital Federal,Buenos Aires,,,52,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/96/000296396.jpg,,https://alternativateatral.com/obra35518-principios-unipersonal-de-impro-teatral,alternativateatral_api,true
55,"Pepito, la importancia de llamarse…","Pepito, la importancia de llamarse…",35590,,,,EL VITRAL,Rodriguez Peña 344,,Capital Federal,Capital Federal,Buenos Aires,,,53,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/000162117.jpg,,https://alternativateatral.com/obra35590-pepito-la-importancia-de-llamarse,alternativateatral_api,true
56,El amor es un bien,El amor es un bien,36044,,,,MOSCÚ TEATRO,Ramirez de Velasco 535,,Capital Federal,Capital Federal,Buenos Aires,,,54,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/20/000220420.jpg,,https://alternativateatral.com/obra36044-el-amor-es-un-bien,alternativateatral_api,true
57,"Presidente, doble de riesgo","Presidente, doble de riesgo",36184,,,,TEATRO COLONIAL,Av. Paseo Colón 413,,Capital Federal,Capital Federal,Buenos Aires,,,55,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/12/000277412.jpg,,https://alternativateatral.com/obra36184-presidente-doble-de-riesgo,alternativateatral_api,true
58,Y CON ESTA LUNA...Cartas desde la cárcel,Y CON ESTA LUNA...Cartas desde la cárcel,37263,,,,AREA 623,Pasco 623,,Capital Federal,Capital Federal,Buenos Aires,,,56,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/30/000311630.jpg,,https://alternativateatral.com/obra37263-y-con-esta-lunacartas-desde-la-carcel,alternativateatral_api,true
