production_id,name,obra_title,obra_id,productora_name,synopsis,direction,theater,address,barrio,ciudad_partido,localidad,provincia,start_date,end_date,image_id,image_url,instagram,website,source,is_new
837,[cracks],[cracks],99763,,,,TEATRO ÑACA,Julián Álvarez 924,,Capital Federal,Capital Federal,Buenos Aires,,,802,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/51/000311051.jpg,,https://alternativateatral.com/obra99763-cracks,alternativateatral_api,true
838,Las esposas,Las esposas,99765,,,,EL VITRAL,Rodriguez Peña 344,,Capital Federal,Capital Federal,Buenos Aires,,,803,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/36/000311136.jpg,,https://alternativateatral.com/obra99765-las-esposas,alternativateatral_api,true
839,Fulgor,Fulgor,99769,,,,CENTRO CULTURAL CUERDA MECÁNICA,Juramento 4686,,Capital Federal,Capital Federal,Buenos Aires,,,804,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/36/000311036.jpg,,https://alternativateatral.com/obra99769-fulgor,alternativateatral_api,true
840,Las Medusas No Lloran,Las Medusas No Lloran,99771,,,,PONCHO TEATRO,Leopoldo Marechal 1219,,Capital Federal,Capital Federal,Buenos Aires,,,805,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/56/000312256.jpg,,https://alternativateatral.com/obra99771-las-medusas-no-lloran,alternativateatral_api,true
841,La Malasangre,La Malasangre,99773,,,,NUEVO TEATRO GARGANTÚA,Serrano 459,Palermo,CABA,Palermo - CABA,CABA,,,806,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/81/000311581.jpg,,https://alternativateatral.com/obra99773-la-malasangre,alternativateatral_api,true
842,MICRODOSIS LIBRE - Viernes,MICRODOSIS LIBRE - Viernes,99774,,,,SAVIA ESPACIO CULTURAL,Jufré 127,,Capital Federal,Capital Federal,Buenos Aires,,,807,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/49/000312049.jpg,,https://alternativateatral.com/obra99774-microdosis-libre-viernes,alternativateatral_api,true
843,Y si la lluvia nos deja,Y si la lluvia nos deja,99775,,,,FANDANGO TEATRO,Luis Viale 108,,Capital Federal,Capital Federal,Buenos Aires,,,808,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/04/000311404.jpg,,https://alternativateatral.com/obra99775-y-si-la-lluvia-nos-deja,alternativateatral_api,true
844,Las tres costillas,Las tres costillas,99778,,,,ALMA ESPACIO DE ARTE,El Dorado 2553,,Ingeniero Maschwitz,Ingeniero Maschwitz,Buenos Aires,,,809,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/81/000311081.jpg,,https://alternativateatral.com/obra99778-las-tres-costillas,alternativateatral_api,true
845,MICRODOSIS LIBRE - Jueves,MICRODOSIS LIBRE - Jueves,99782,,,,ANIMAL TEATRO,Castro 561,,Capital Federal,Capital Federal,Buenos Aires,,,,,,https://alternativateatral.com/obra99782-microdosis-libre-jueves,alternativateatral_api,true
846,Chicos y chicas quieren rock,Chicos y chicas quieren rock,99783,,,,TEATRO DEL PUEBLO,Lavalle 3636,,Capital Federal,Capital Federal,Buenos Aires,,,810,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/13/000311113.jpg,,https://alternativateatral.com/obra99783-chicos-y-chicas-quieren-rock,alternativateatral_api,true
847,Paraíso,Paraíso,99788,,,,TEATRO SAN MARTIN,Av. Corrientes 1530,,Capital Federal,Capital Federal,Buenos Aires,,,811,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/69/000311069.jpg,,https://alternativateatral.com/obra99788-paraiso,alternativateatral_api,true
848,Invasiones I,Invasiones I,99791,,,,TEATRO SAN MARTIN,Av. Corrientes 1530,,Capital Federal,Capital Federal,Buenos Aires,,,812,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/72/000311072.jpg,,https://alternativateatral.com/obra99791-invasiones-i,alternativateatral_api,true
849,Proyectos no alcanzados - Tarrío Rebobinado,Proyectos no alcanzados - Tarrío Rebobinado,99792,,,,ARTHAUS CENTRAL,Bartolomé Mitre 434,,Capital Federal,Capital Federal,Buenos Aires,,,813,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/83/000311083.jpg,,https://alternativateatral.com/obra99792-proyectos-no-alcanzados-tarrio-rebobinado,alternativateatral_api,true
850,Eramos pocos,Eramos pocos,99793,,,,NUEVO TEATRO GARGANTÚA,Serrano 459,Palermo,CABA,Palermo - CABA,CABA,,,814,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/55/000311255.jpg,,https://alternativateatral.com/obra99793-eramos-pocos,alternativateatral_api,true
851,Cenizas mojadas,Cenizas mojadas,99794,,,,NUEVO TEATRO GARGANTÚA,Serrano 459,Palermo,CABA,Palermo - CABA,CABA,,,,,,https://alternativateatral.com/obra99794-cenizas-mojadas,alternativateatral_api,true
852,PULSIÓN de un cuerpo habitado,PULSIÓN de un cuerpo habitado,99795,,,,BELISARIO CLUB DE CULTURA,Av. Corrientes 1624,San Nicolas,CABA,San Nicolas - CABA,CABA,,,815,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/48/000311948.jpg,,https://alternativateatral.com/obra99795-pulsion-de-un-cuerpo-habitado,alternativateatral_api,true
853,ADRIÁN MALVASI presenta HABITACIÓN DEL PRESENTE,ADRIÁN MALVASI presenta HABITACIÓN DEL PRESENTE,99796,,,,TEATRO CONVENTILLO CULTURAL ABASTO,Dr. Thomas Manuel de Anchorena 575,,Capital Federal,Capital Federal,Buenos Aires,,,816,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/19/000311119.jpg,,https://alternativateatral.com/obra99796-adrian-malvasi-presenta-habitacion-del-presente,alternativateatral_api,true
854,La Tragedia de Macbeth,La Tragedia de Macbeth,99799,,,,MUY TEATRO,Humahuaca 4310,Almagro,CABA,Almagro - CABA,CABA,,,817,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/26/000311626.jpg,,https://alternativateatral.com/obra99799-la-tragedia-de-macbeth,alternativateatral_api,true
855,Un superamigo imaginario,Un superamigo imaginario,99800,,,,LA GALERA ENCANTADA,Humboldt 1591,,Capital Federal,Capital Federal,Buenos Aires,,,818,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/49/000312149.jpg,,https://alternativateatral.com/obra99800-un-superamigo-imaginario,alternativateatral_api,true
856,La salud de los enfermos,La salud de los enfermos,99808,,,,TEATRO DEL PUEBLO,Lavalle 3636,,Capital Federal,Capital Federal,Buenos Aires,,,819,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/52/000312052.jpg,,https://alternativateatral.com/obra99808-la-salud-de-los-enfermos,alternativateatral_api,true
857,Los tres chanchitos,Los tres chanchitos,99809,,,,HAIKU MULTIESPACIO,Av. Congreso 3834,,Capital Federal,Capital Federal,Buenos Aires,,,820,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/74/000311174.jpg,,https://alternativateatral.com/obra99809-los-tres-chanchitos,alternativateatral_api,true
858,Mar-IA,Mar-IA,99810,,,,HAIKU MULTIESPACIO,Av. Congreso 3834,,Capital Federal,Capital Federal,Buenos Aires,,,821,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/73/000311173.jpg,,https://alternativateatral.com/obra99810-maria,alternativateatral_api,true
859,Desértica,Desértica,99812,,,,TELON NEGRO TEATRO,13 e/ 32 y 33,,La Plata,La Plata,Buenos Aires,,,822,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/57/000311157.jpg,,https://alternativateatral.com/obra99812-desertica,alternativateatral_api,true
860,Berenice & El Monstruo,Berenice & El Monstruo,99814,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,,,,https://alternativateatral.com/obra99814-berenice-el-monstruo,alternativateatral_api,true
861,Se despide el campeón,Se despide el campeón,99815,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,823,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/19/000311519.jpg,,https://alternativateatral.com/obra99815-se-despide-el-campeon,alternativateatral_api,true
862,Tardes de soledad,Tardes de soledad,99816,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,824,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/59/000311259.jpg,,https://alternativateatral.com/obra99816-tardes-de-soledad,alternativateatral_api,true
863,Ciclo Simba -Fecha 11,Ciclo Simba -Fecha 11,99819,,,,ESPACIO CULTURAL EL REFUGIO,Las casas 3785,,Capital Federal,Capital Federal,Buenos Aires,,,647,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/79/000311279.jpg,,https://alternativateatral.com/obra99819-ciclo-simba-fecha-11,alternativateatral_api,true
864,Ciclo Simba -Fecha 12,Ciclo Simba -Fecha 12,99820,,,,ESPACIO CULTURAL EL REFUGIO,Las casas 3785,,Capital Federal,Capital Federal,Buenos Aires,,,647,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/81/000311281.jpg,,https://alternativateatral.com/obra99820-ciclo-simba-fecha-12,alternativateatral_api,true
865,Ciclo Simba - Fecha 13,Ciclo Simba - Fecha 13,99821,,,,ESPACIO CULTURAL EL REFUGIO,Las casas 3785,,Capital Federal,Capital Federal,Buenos Aires,,,647,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/82/000311282.jpg,,https://alternativateatral.com/obra99821-ciclo-simba-fecha-13,alternativateatral_api,true
866,Guillotina 28 de marzo 22 hs - Bicicleta + Sin vuelta atrás + Deseo sin filtros,Guillotina 28 de marzo 22 hs - Bicicleta + Sin vuelta atrás + Deseo sin filtros,99835,,,,ESPACIO POLONIA,Fitz Roy 1477,Palermo,CABA,Palermo - CABA,CABA,,,825,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/50/000311250.jpg,,https://alternativateatral.com/obra99835-guillotina-28-de-marzo-22-hs-bicicleta-sin-vuelta-atras-deseo-sin-filtros,alternativateatral_api,true
867,Guillotina 28 de marzo 23.15 - Terapia en rima + Compañía perfecta + Frotá y pedí,Guillotina 28 de marzo 23.15 - Terapia en rima + Compañía perfecta + Frotá y pedí,99836,,,,ESPACIO POLONIA,Fitz Roy 1477,Palermo,CABA,Palermo - CABA,CABA,,,825,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/51/000311251.jpg,,https://alternativateatral.com/obra99836-guillotina-28-de-marzo-2315-terapia-en-rima-compania-perfecta-frota-y-pedi,alternativateatral_api,true
868,Infinito Marzo,Infinito Marzo,99837,,,,INBOCCALUPO,Virrey Arredondo 2495,,Capital Federal,Capital Federal,Buenos Aires,,,826,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/85/000311185.jpg,,https://alternativateatral.com/obra99837-infinito-marzo,alternativateatral_api,true
869,VICTORIA TOLOSA & MARTÍN MICONI - DÚO de MÚSICA ARGENTINA,VICTORIA TOLOSA & MARTÍN MICONI - DÚO de MÚSICA ARGENTINA,99839,,,,TEATRO HASTA TRILCE,Maza 177,,Capital Federal,Capital Federal,Buenos Aires,,,827,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/41/000311241.jpg,,https://alternativateatral.com/obra99839-victoria-tolosa-martin-miconi-duo-de-musica-argentina,alternativateatral_api,true
870,"AMÉN, Una Comedia Celestial","AMÉN, Una Comedia Celestial",99841,,,,NUEVO TEATRO GARGANTÚA,Serrano 459,Palermo,CABA,Palermo - CABA,CABA,,,828,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/91/000311191.jpg,,https://alternativateatral.com/obra99841-amen-una-comedia-celestial,alternativateatral_api,true
871,PARA NO CAER - Vol. 1,PARA NO CAER - Vol. 1,99842,,,,NÜN TEATRO BAR,Juan Ramirez de Velasco 419,Villa Crespo,CABA,Villa Crespo - CABA,CABA,,,829,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/92/000311192.jpg,,https://alternativateatral.com/obra99842-para-no-caer-vol-1,alternativateatral_api,true
872,Amalia Escobar Trío + Trío Ledesma Gainche De Mónaco,Amalia Escobar Trío + Trío Ledesma Gainche De Mónaco,99843,,,,CAFÉ VINILO,Estados Unidos 2483,,Capital Federal,Capital Federal,Buenos Aires,,,830,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/95/000311195.jpg,,https://alternativateatral.com/obra99843-amalia-escobar-trio-trio-ledesma-gainche-de-monaco,alternativateatral_api,true
873,París Paraná en vivo,París Paraná en vivo,99844,,,,PISTA URBANA,Chacabuco 874,,Capital Federal,Capital Federal,Buenos Aires,,,831,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/37/000311237.jpg,,https://alternativateatral.com/obra99844-paris-parana-en-vivo,alternativateatral_api,true
874,Variete del Fino,Variete del Fino,99845,,,,EL FINO ESPACIO ESCÉNICO,Paraná 673 (1° piso),,Capital Federal,Capital Federal,Buenos Aires,,,832,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/62/000312162.jpg,,https://alternativateatral.com/obra99845-variete-del-fino,alternativateatral_api,true
875,"STAND UP: Ana Carolina, Laura Seijo y amigxs","STAND UP: Ana Carolina, Laura Seijo y amigxs",99846,,,,SALA DEL CAFÉ ARTIGAS,José Gervasio Artigas 1850,,Capital Federal,Capital Federal,Buenos Aires,,,833,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/87/000311487.jpg,,https://alternativateatral.com/obra99846-stand-up-ana-carolina-laura-seijo-y-amigxs,alternativateatral_api,true
876,Tango vivo - Héctor Facundo Vitale por Lito Vitale,Tango vivo - Héctor Facundo Vitale por Lito Vitale,99852,,,,PISTA URBANA,Chacabuco 874,,Capital Federal,Capital Federal,Buenos Aires,,,834,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/22/000311422.jpg,,https://alternativateatral.com/obra99852-tango-vivo-hector-facundo-vitale-por-lito-vitale,alternativateatral_api,true
877,Luis & Rocío Borda - En familia,Luis & Rocío Borda - En familia,99853,,,,PISTA URBANA,Chacabuco 874,,Capital Federal,Capital Federal,Buenos Aires,,,835,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/31/000311431.jpg,,https://alternativateatral.com/obra99853-luis-rocio-borda-en-familia,alternativateatral_api,true
878,Derrame,Derrame,99854,,,,TEATRO DE REPERTORIO,Melo 1756,,Vicente López,Vicente López,Buenos Aires,,,836,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/42/000311242.jpg,,https://alternativateatral.com/obra99854-derrame,alternativateatral_api,true
879,ENCUENTRO DE TRES MUJERES bajo un claro de luna,ENCUENTRO DE TRES MUJERES bajo un claro de luna,99855,,,,TEATRO DEL PASILLO,Colombres 35,,Capital Federal,Capital Federal,Buenos Aires,,,837,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/88/000311388.jpg,,https://alternativateatral.com/obra99855-encuentro-de-tres-mujeres-bajo-un-claro-de-luna,alternativateatral_api,true
880,Un Millón para el Hombre y la Mujer,Un Millón para el Hombre y la Mujer,99856,,,,TEATRO DE LA FÁBULA,Agüero 444,,Capital Federal,Capital Federal,Buenos Aires,,,838,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/70/000311270.jpg,,https://alternativateatral.com/obra99856-un-millon-para-el-hombre-y-la-mujer,alternativateatral_api,true
881,Maria Chiquita + Será Justicia - de Julio Chavez,Maria Chiquita + Será Justicia - de Julio Chavez,99860,,,,ANDAMIO '90,Paraná 660,,Capital Federal,Capital Federal,Buenos Aires,,,839,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/07/000311307.jpg,,https://alternativateatral.com/obra99860-maria-chiquita-sera-justicia-de-julio-chavez,alternativateatral_api,true
882,Chisterapia,Chisterapia,99861,,,,TEATRO CARLOS CARELLA,Bartolomé Mitre 970,,Capital Federal,Capital Federal,Buenos Aires,,,840,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/73/000311273.jpg,,https://alternativateatral.com/obra99861-chisterapia,alternativateatral_api,true
883,La vida adulta (impro para no llorar),La vida adulta (impro para no llorar),99862,,,,EL PISO - CULTURA ESCÉNICA,Hidalgo 878,,Capital Federal,Capital Federal,Buenos Aires,,,841,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/03/000312203.jpg,,https://alternativateatral.com/obra99862-la-vida-adulta-impro-para-no-llorar,alternativateatral_api,true
884,Quieres conocerme,Quieres conocerme,99863,,,,EL MÉTODO KAIRÓS TEATRO,El Salvador 4530,,Capital Federal,Capital Federal,Buenos Aires,,,842,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/74/000311374.jpg,,https://alternativateatral.com/obra99863-quieres-conocerme,alternativateatral_api,true
885,La ausencia en la presencia,La ausencia en la presencia,99864,,,,EL JUFRÉ TEATRO BAR,Jufré 444,,Capital Federal,Capital Federal,Buenos Aires,,,843,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/31/000311831.jpg,,https://alternativateatral.com/obra99864-la-ausencia-en-la-presencia,alternativateatral_api,true
886,Hakanai Ciclo 2,Hakanai Ciclo 2,99866,,,,EL VITRAL,Rodriguez Peña 344,,Capital Federal,Capital Federal,Buenos Aires,,,844,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/79/000311479.jpg,,https://alternativateatral.com/obra99866-hakanai-ciclo-2,alternativateatral_api,true
887,Paternoster,Paternoster,99867,,,,EL TINGLADO TEATRO,Mario Bravo 948,,Capital Federal,Capital Federal,Buenos Aires,,,845,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/10/000312110.jpg,,https://alternativateatral.com/obra99867-paternoster,alternativateatral_api,true
888,Maxiteatro,Maxiteatro,99868,,,,HAIKU MULTIESPACIO,Av. Congreso 3834,,Capital Federal,Capital Federal,Buenos Aires,,,846,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/80/000311280.jpg,,https://alternativateatral.com/obra99868-maxiteatro,alternativateatral_api,true
889,Charlatanas,Charlatanas,99873,,,,AREA 623,Pasco 623,,Capital Federal,Capital Federal,Buenos Aires,,,,,,https://alternativateatral.com/obra99873-charlatanas,alternativateatral_api,true
890,La cucuzza longa,La cucuzza longa,99874,,,,EL JUFRÉ TEATRO BAR,Jufré 444,,Capital Federal,Capital Federal,Buenos Aires,,,847,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/11/000311811.jpg,,https://alternativateatral.com/obra99874-la-cucuzza-longa,alternativateatral_api,true
891,Ruido de mar,Ruido de mar,99875,,,,ESPACIO CALLEJÓN,Humahuaca 3759,,Capital Federal,Capital Federal,Buenos Aires,,,848,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/23/000311323.jpg,,https://alternativateatral.com/obra99875-ruido-de-mar,alternativateatral_api,true
892,Mateo,Mateo,99876,,,,TEATRO LA MÁSCARA,Piedras 736,,Capital Federal,Capital Federal,Buenos Aires,,,849,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/89/000311889.jpg,,https://alternativateatral.com/obra99876-mateo,alternativateatral_api,true
893,Pasillo breve abril,Pasillo breve abril,99877,,,,PASILLO AL FONDO TEATRO,Muñiz 1288,,Capital Federal,Capital Federal,Buenos Aires,,,850,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/78/000311378.jpg,,https://alternativateatral.com/obra99877-pasillo-breve-abril,alternativateatral_api,true
894,Escombros de un vampiro sideral,Escombros de un vampiro sideral,99879,,,,FUNDACION BEETHOVEN,Av. Santa Fe 1452,,Capital Federal,Capital Federal,Buenos Aires,,,851,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/35/000311335.jpg,,https://alternativateatral.com/obra99879-escombros-de-un-vampiro-sideral,alternativateatral_api,true
895,Ciclo de obras breves,Ciclo de obras breves,99882,,,,AUDITORIO UPB (UNIVERSIDAD POPULAR DE BELGRANO),Cespedes 3929,,Capital Federal,Capital Federal,Buenos Aires,,,852,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/36/000311736.jpg,,https://alternativateatral.com/obra99882-ciclo-de-obras-breves,alternativateatral_api,true
896,NICOLAS IBARBURU + JUAMPI DI LEONE en La Yunta Cultural,NICOLAS IBARBURU + JUAMPI DI LEONE en La Yunta Cultural,99883,,,,EL GALPÓN DE HAEDO,Río Piedras 351,,Morón,Morón,Buenos Aires,,,853,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/15/000311615.jpg,,https://alternativateatral.com/obra99883-nicolas-ibarburu-juampi-di-leone-en-la-yunta-cultural,alternativateatral_api,true
897,Inestable - Pablo Fábregas,Inestable - Pablo Fábregas,99884,,,,TEATRO MAIPÚ,Maipú 380,,Banfield,Banfield,Buenos Aires,,,854,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/45/000311345.jpg,,https://alternativateatral.com/obra99884-inestable-pablo-fabregas,alternativateatral_api,true
898,Sienten,Sienten,99886,,,,CASA MARAVILLA,9 de Julio 1164,,San fernando,San fernando,Buenos Aires,,,855,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/43/000311343.jpg,,https://alternativateatral.com/obra99886-sienten,alternativateatral_api,true
899,El estado de la unión,El estado de la unión,99894,,,,TEATRO PICADERO,Pasaje Santos Discepolo 1857,,Capital Federal,Capital Federal,Buenos Aires,,,856,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/47/000311347.jpg,,https://alternativateatral.com/obra99894-el-estado-de-la-union,alternativateatral_api,true
900,Peperino Pomoro - La apocalipsis existe,Peperino Pomoro - La apocalipsis existe,99895,,,,TEATRO PICADERO,Pasaje Santos Discepolo 1857,,Capital Federal,Capital Federal,Buenos Aires,,,857,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/49/000311349.jpg,,https://alternativateatral.com/obra99895-peperino-pomoro-la-apocalipsis-existe,alternativateatral_api,true
901,Cornudos,Cornudos,99896,,,,MULTIESCENA CPM,Av. Corrientes 1764,,Capital Federal,Capital Federal,Buenos Aires,,,858,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/51/000311351.jpg,,https://alternativateatral.com/obra99896-cornudos,alternativateatral_api,true
902,Maldita felicidad,Maldita felicidad,99897,,,,TEATRO METROPOLITAN SURA,Av. Corrientes 1343,,Capital Federal,Capital Federal,Buenos Aires,,,859,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/53/000311353.jpg,,https://alternativateatral.com/obra99897-maldita-felicidad,alternativateatral_api,true
903,La última fiesta,La última fiesta,99898,,,,INDIGO,Calle 144 Nº 1536,,Berazategui,Berazategui,Buenos Aires,,,860,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/94/000311494.jpg,,https://alternativateatral.com/obra99898-la-ultima-fiesta,alternativateatral_api,true
904,Cuando te mueras del todo,Cuando te mueras del todo,99899,,,,"BULULÚ, CLUB DE COMEDIA",Av. Rivadavia 1350,,Capital Federal,Capital Federal,Buenos Aires,,,861,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/99/000311399.jpg,,https://alternativateatral.com/obra99899-cuando-te-mueras-del-todo,alternativateatral_api,true
905,Cantando al Sol X Yamile Burich Trío,Cantando al Sol X Yamile Burich Trío,99900,,,,EL ALAMBIQUE,Griveo 2350,Villa Pueyrredón,CABA,Villa Pueyrredón - CABA,CABA,,,862,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/54/000311454.jpg,,https://alternativateatral.com/obra99900-cantando-al-sol-x-yamile-burich-trio,alternativateatral_api,true
906,Caso archivado,Caso archivado,99901,,,,TEATRO PICADERO,Pasaje Santos Discepolo 1857,,Capital Federal,Capital Federal,Buenos Aires,,,863,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/18/000311518.jpg,,https://alternativateatral.com/obra99901-caso-archivado,alternativateatral_api,true
907,Matria,Matria,99902,,,,EL EXCENTRICO DE LA 18º,Lerma 420,,Capital Federal,Capital Federal,Buenos Aires,,,864,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/32/000311532.jpg,,https://alternativateatral.com/obra99902-matria,alternativateatral_api,true
908,300 Millones,300 Millones,99903,,,,TEATRO MAIPÚ,Maipú 380,,Banfield,Banfield,Buenos Aires,,,865,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/01/000311401.jpg,,https://alternativateatral.com/obra99903-300-millones,alternativateatral_api,true
909,La última decisión,La última decisión,99905,,,,EL JUFRÉ TEATRO BAR,Jufré 444,,Capital Federal,Capital Federal,Buenos Aires,,,866,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/13/000312113.jpg,,https://alternativateatral.com/obra99905-la-ultima-decision,alternativateatral_api,true
910,Quiero saber si a vos te pasa lo mismo,Quiero saber si a vos te pasa lo mismo,99907,,,,AREA 623,Pasco 623,,Capital Federal,Capital Federal,Buenos Aires,,,867,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/01/000311601.jpg,,https://alternativateatral.com/obra99907-quiero-saber-si-a-vos-te-pasa-lo-mismo,alternativateatral_api,true
911,Justo en lo mejor de mi vida,Justo en lo mejor de mi vida,99908,,,,ESPACIO DE TEATRO BOEDO XXI,Boedo 853,,Capital Federal,Capital Federal,Buenos Aires,,,868,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/89/000311489.jpg,,https://alternativateatral.com/obra99908-justo-en-lo-mejor-de-mi-vida,alternativateatral_api,true
912,El lugar de tus recuerdos,El lugar de tus recuerdos,99909,,,,TEATRO EMPIRE,Hipólito Yrigoyen 1934,,Capital Federal,Capital Federal,Buenos Aires,,,869,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/26/000312026.jpg,,https://alternativateatral.com/obra99909-el-lugar-de-tus-recuerdos,alternativateatral_api,true
913,Andén alucinado,Andén alucinado,99910,,,,EL GALPÓN DE GUEVARA,Guevara 326,,Capital Federal,Capital Federal,Buenos Aires,,,870,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/80/000311480.jpg,,https://alternativateatral.com/obra99910-anden-alucinado,alternativateatral_api,true
914,RODRIGO LUSSICH - ACELERADO,RODRIGO LUSSICH - ACELERADO,99913,,,,PASEO LA PLAZA,Av Corrientes 1660,,Capital Federal,Capital Federal,Buenos Aires,,,871,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/14/000311414.jpg,,https://alternativateatral.com/obra99913-rodrigo-lussich-acelerado,alternativateatral_api,true
915,No me quieras tanto,No me quieras tanto,99914,,,,TEATRO PICADERO,Pasaje Santos Discepolo 1857,,Capital Federal,Capital Federal,Buenos Aires,,,872,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/19/000311419.jpg,,https://alternativateatral.com/obra99914-no-me-quieras-tanto,alternativateatral_api,true
916,La intrigante,La intrigante,99915,,,,NÜN TEATRO BAR,Juan Ramirez de Velasco 419,Villa Crespo,CABA,Villa Crespo - CABA,CABA,,,873,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/61/000311461.jpg,,https://alternativateatral.com/obra99915-la-intrigante,alternativateatral_api,true
917,Josefina Ilundain presenta -Para el domingo-,Josefina Ilundain presenta -Para el domingo-,99916,,,,TEATRO HASTA TRILCE,Maza 177,,Capital Federal,Capital Federal,Buenos Aires,,,874,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/85/000311485.jpg,,https://alternativateatral.com/obra99916-josefina-ilundain-presenta-para-el-domingo,alternativateatral_api,true
918,Charleston,Charleston,99917,,,,MULTIESCENA CPM,Av. Corrientes 1764,,Capital Federal,Capital Federal,Buenos Aires,,,875,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/23/000311423.jpg,,https://alternativateatral.com/obra99917-charleston,alternativateatral_api,true
919,La historia sin fin,La historia sin fin,99918,,,,MULTIESCENA CPM,Av. Corrientes 1764,,Capital Federal,Capital Federal,Buenos Aires,,,876,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/33/000311433.jpg,,https://alternativateatral.com/obra99918-la-historia-sin-fin,alternativateatral_api,true
